Video,Frame,EAR,MAR,CIR,ME,HEAD,EAR_N,MAR_N,CIR_N,ME_N,HEAD_N,Label
1,2955,0.290137176,0.890021569,0.418020971,3.067588855,75.16560157,1.701223928,0.60656556,0.231949351,0.687444412,2.19098226,1
1,2970,0.252997597,0.495242587,0.387568296,1.957499174,56.03367199,0.214766554,5.254179334,0.558287928,3.708270457,6.424642898,0
1,2985,0.297862423,0.600970226,0.435272661,2.017610074,62.50911292,2.099761013,3.684585334,0.679625265,3.544693967,4.991707487,0
1,30,0.331358908,0.859027595,0.492445973,2.59243851,81.38490154,3.827808211,0.146440311,2.163254642,1.980444935,0.814727693,0
1,3000,0.323847294,0.464587542,0.501584572,1.434588309,59.60278314,3.440292207,5.709272964,2.400398399,5.131239058,5.634842511,0
1,3015,0.332072999,0.629409469,0.496056342,1.895394899,75.78146134,3.864647383,3.262386702,2.256942592,3.877271407,2.054700071,0
1,3030,0.367935876,0.508645959,0.550957946,1.382430992,76.75364349,5.714774187,5.055197767,3.681621875,5.273171899,1.839568122,0
1,3045,0.349502152,0.342829507,0.49409156,0.980908142,83.40975174,4.763798423,7.51684838,2.20595711,6.365813964,0.366653256,0
1,3060,0.329821026,0.516259789,0.485466181,1.565272521,64.97045044,3.748470543,4.942165617,1.982131253,4.775615295,4.447043776,0
1,3075,0.331506428,0.522999594,0.493992548,1.57764541,67.26661043,3.83541858,4.842108925,2.203387773,4.741945631,3.93893182,0
1,3090,0.27558775,0.403537969,0.393512697,1.464281232,90.71801669,0.950634832,6.61559267,0.4040326,5.05043734,1.250575864,0
1,3105,0.173725366,0.814415417,0.312167776,4.687947635,83.81192329,4.304334691,0.515855815,2.514907618,3.72194889,0.277657638,0
1,3120,0.332569356,1.093783082,0.478039063,3.288887148,89.31930392,3.89025391,3.63153473,1.789399882,0.085237527,0.941057938,0
1,3135,0.303716615,1.004301946,0.490342298,3.306707291,76.5156765,2.401772393,2.303130387,2.108664949,0.036744553,1.892227289,0
1,315,0.229657233,0.427631061,0.373539962,1.862040468,83.53423373,1.418870533,6.257915407,0.922318781,3.968036989,0.339106922,0
1,3150,0.267108171,1.162377689,0.410311062,4.35171146,89.00557342,0.513182604,4.649865264,0.031879663,2.806967864,0.871633237,0
1,3165,0.274041706,1.006105515,0.431905665,3.671359109,97.60129564,0.87087614,2.329905512,0.59225279,0.9555624,2.773760811,0
1,3180,0.166162712,0.954995899,0.289176323,5.747353833,98.0989381,4.694483771,1.571150787,3.111528551,6.60485276,2.883882966,1
1,3195,0.262486244,0.955694441,0.376128208,3.64093152,95.74460168,0.274742439,1.581521082,0.855154611,0.872761474,2.362897281,0
1,3225,0.285817987,1.007529249,0.441320759,3.525072931,89.00378825,1.478401647,2.351041758,0.836571487,0.557481863,0.8712382,0
1,3240,0.318215003,1.033113802,0.488457149,3.246590493,71.92391434,3.149728423,2.730860711,2.059745917,0.200337091,2.908327762,0
1,3255,0.27146553,1.20564543,0.416390727,4.441246845,78.0266035,0.73797402,5.292202371,0.189645046,3.050615588,1.557877733,0
1,3270,0.30906836,0.871923013,0.472857432,2.821133203,86.62111602,2.677863083,0.337880987,1.654938202,1.358110633,0.34398215,0
1,3285,0.296934845,1.009853964,0.456892526,3.400927785,93.89020239,2.051908237,2.385553623,1.24065394,0.219652499,1.952541533,0
1,330,0.276898081,0.458077029,0.38672749,1.654316375,76.14932201,1.018233392,5.805925662,0.580106575,4.533305146,1.973297031,0
1,3300,0.317333901,0.791576897,0.479445659,2.494460552,90.11987582,3.104273332,0.854908161,1.825900609,2.247066967,1.11821465,0
1,3315,0.334062224,0.991555941,0.508115061,2.968177391,79.15942256,3.967269328,2.113907837,2.56986253,0.957967367,1.307198811,0
1,3330,0.357164873,1.129586693,0.556228692,3.162647777,79.02320245,5.159109864,4.163062085,3.818396056,0.428765792,1.337342647,0
1,3345,0.327491144,0.994245636,0.503623762,3.035946636,73.40182377,3.628274452,2.153838083,2.453314741,0.773550645,2.581284588,0
1,3360,0.376384683,1.094540909,0.547544296,2.908037863,78.24723511,6.150638923,3.642785152,3.593038738,1.121621759,1.509054671,0
1,3375,0.352925472,0.9667043,0.527554309,2.739117394,84.3413643,4.940403767,1.744969435,3.074304872,1.581295747,0.160498859,0
1,3390,0.335576332,1.014551659,0.504564188,3.023311127,81.11102763,4.045380512,2.455293891,2.477718511,0.807934959,0.875332619,0
1,3405,0.342262264,0.960050298,0.538564319,2.805013577,63.73376618,4.390300468,1.646186546,3.36001116,1.401976086,4.720706788,0
1,3420,0.253699693,0.971441549,0.419928391,3.829100212,81.67888675,0.178546171,1.815296915,0.281446309,1.384814594,0.749672383,0
1,3435,0.313587092,1.079082367,0.491858987,3.441093061,76.69716377,2.910979552,3.413293262,2.148022555,0.328952059,1.852066388,0
1,345,0.255450679,0.879904252,0.420352894,3.444517183,99.04427789,0.08821474,0.456367562,0.292462024,0.338269933,3.093075031,0
1,3450,0.338624594,1.131177418,0.53192996,3.340505789,74.35560834,4.202637048,4.18667741,3.187851645,0.055229443,2.370223798,0
1,3465,0.300527717,1.026786154,0.47885845,3.416610507,80.7016199,2.237260581,2.636922747,1.810662714,0.26232903,0.965929514,0
1,3480,0.344159979,1.004935095,0.527245715,2.919965006,71.38875292,4.488201508,2.312529888,3.066296975,1.089165079,3.026752401,0
1,3495,0.348179781,1.03867873,0.517068157,2.983167854,76.09033467,4.695578712,2.81347559,2.802192539,0.917174642,1.986350204,0
1,3510,0.333333333,1.046613325,0.500547552,3.139839976,73.52205278,3.929666648,2.931269707,2.373488074,0.490831408,2.554679386,0
1,3525,0.324887345,1.004260008,0.516062655,3.091102265,70.97851264,3.493947297,2.302507788,2.776100086,0.623458662,3.117533528,0
1,3540,0.390216731,1.077952185,0.598603842,2.762444817,77.69655424,6.864219206,3.396514997,4.918017812,1.517816115,1.630913572,0
1,3555,0.441521209,1.202191349,0.618753719,2.722839412,78.06482475,9.51096141,5.240924354,5.440900757,1.625592127,1.549419841,0
1,3570,0.349215148,0.534306785,0.516444283,1.530021789,79.42793144,4.748992175,4.674246486,2.786003204,4.871541174,1.2477811,0
1,3585,0.427111762,1.325687837,0.61734298,3.103842966,91.87523778,8.767593696,7.074308204,5.404292518,0.588788092,1.506654654,0
1,360,0.255785751,0.944811898,0.398248366,3.69376283,103.3413925,0.070928747,1.419962815,0.2811435,1.016528415,4.043973622,0
1,3600,0.341452954,0.777841747,0.520998443,2.278034905,74.02452715,4.348549029,1.058815196,2.904182235,2.836014188,2.44348799,0
1,3615,0.34652144,1.055249592,0.505803727,3.045264941,87.08420938,4.610026715,3.059480579,2.50988415,0.748193254,0.446459013,0
1,3630,0.377060518,1,0.582868251,2.652094167,80.3374484,6.185504504,2.239265267,4.509684201,1.818107273,1.046516186,0
1,3645,0.240248229,1.085536197,0.414638397,4.518394168,81.37604646,0.872492571,3.509104477,0.144172624,3.260552358,0.816687213,0
1,3660,0.354427354,0.907636807,0.531310848,2.560854284,82.6766853,5.017884203,0.868074967,3.171785887,2.066393353,0.528871839,0
1,3675,0.241470724,0.349555493,0.395663221,1.447610239,69.13331989,0.80942537,7.416996844,0.348227198,5.095803197,3.525851981,0
1,3690,0.246855856,0.375636741,0.379427812,1.521684546,103.3017435,0.531612294,7.02980414,0.769530917,4.894228856,4.035199801,0
1,3720,0.232011655,0.514883467,0.374684653,2.219213801,80.38322243,1.297408448,4.962597985,0.892614408,2.996080825,1.036386957,0
1,3735,0.341007234,1.055925554,0.493325979,3.096490183,71.79267999,4.325554853,3.069515657,2.18609053,0.608796816,2.93736831,0
1,375,0.273404111,0.46353032,0.418577217,1.695403619,78.59409661,0.837983305,5.724968104,0.246383762,4.421496689,1.432298489,0
1,3750,0.311911886,1.03452346,0.474367932,3.316717013,84.02163473,2.824557507,2.751787968,1.694135201,0.009505647,0.231251078,0
1,3765,0.349688048,0.967997402,0.554893983,2.768174114,78.1503184,4.773388569,1.764166359,3.783760787,1.502225293,1.530501147,0
1,3780,0.355916667,0.998062801,0.532896842,2.804203608,87.0823303,5.094716235,2.210506315,3.212941934,1.40418021,0.446043196,0
1,3795,0.315227802,0.938601038,0.470039486,2.977532545,77.71405696,2.995621966,1.327758656,1.5818134,0.932509699,1.627040437,0
1,3810,0.314607361,0.927773477,0.486619708,2.94898846,82.05904414,2.963614115,1.167016627,2.012064927,1.01018515,0.66554823,0
1,3825,0.205311458,0.972044057,0.362282753,4.734485187,76.76446283,2.674842566,1.824241523,1.214439791,3.848588975,1.837173935,0
1,3840,0.347130204,1.010468284,0.529865711,2.910920086,85.39216164,4.641432209,2.394673603,3.13428504,1.113778523,0.072029665,0
1,3855,0.340179702,1.003803741,0.513071198,2.950804339,79.11250639,4.282863368,2.295734225,2.698472732,1.005243698,1.317580782,0
1,3870,0.385613299,0.953553333,0.588568055,2.472822734,74.69558516,6.626733197,1.549734979,4.657592302,2.305948772,2.294991109,0
1,3885,0.351078699,0.922040957,0.540662952,2.626308457,75.70405974,4.845130762,1.081913722,3.414470012,1.88827651,2.071828092,0
1,390,0.176642009,0.411155908,0.307952806,2.327622465,97.38173936,4.153868256,6.502499537,2.624284762,2.701074286,2.725175708,0
1,3900,0.265486788,0.896516706,0.410030163,3.376878805,73.45575877,0.42953719,0.702989993,0.024590414,0.154209333,2.569349436,0
1,3915,0.166874128,0.803404761,0.314154825,4.814435707,73.74450181,4.657782583,0.679316007,2.463344321,4.066153931,2.505454155,0
1,3945,0.314586884,0.432617554,0.452956425,1.375192596,82.08855303,2.962557751,6.18388775,1.13851335,5.292869347,0.659018275,0
